1591094380778|2|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|select * from INFORMATION_SCHEMA.SEQUENCES|select * from INFORMATION_SCHEMA.SEQUENCES
1591094381741|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|select coffee0_.id as id1_0_, coffee0_.create_time as create_t2_0_, coffee0_.update_time as update_t3_0_, coffee0_.name as name4_0_, coffee0_.price as price5_0_ from t_coffee coffee0_|select coffee0_.id as id1_0_, coffee0_.create_time as create_t2_0_, coffee0_.update_time as update_t3_0_, coffee0_.name as name4_0_, coffee0_.price as price5_0_ from t_coffee coffee0_
1591094381761|0|commit|connection 0|url jdbc:p6spy:h2:mem:testdb||
1591094381789|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|select coffee0_.id as id1_0_, coffee0_.create_time as create_t2_0_, coffee0_.update_time as update_t3_0_, coffee0_.name as name4_0_, coffee0_.price as price5_0_ from t_coffee coffee0_ where lower(coffee0_.name)=?|select coffee0_.id as id1_0_, coffee0_.create_time as create_t2_0_, coffee0_.update_time as update_t3_0_, coffee0_.name as name4_0_, coffee0_.price as price5_0_ from t_coffee coffee0_ where lower(coffee0_.name)='latte'
1591094381789|0|commit|connection 0|url jdbc:p6spy:h2:mem:testdb||
1591094381814|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|insert into t_order (id, create_time, update_time, customer, state) values (null, ?, ?, ?, ?)|insert into t_order (id, create_time, update_time, customer, state) values (null, '2020-06-02T18:39:41.812+0800', '2020-06-02T18:39:41.812+0800', 'Li Lei', 0)
1591094381825|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|insert into t_order_coffee (coffee_order_id, items_id) values (?, ?)|insert into t_order_coffee (coffee_order_id, items_id) values (1, 2)
1591094381826|0|commit|connection 0|url jdbc:p6spy:h2:mem:testdb||
1591094381833|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|select coffeeorde0_.id as id1_1_0_, coffeeorde0_.create_time as create_t2_1_0_, coffeeorde0_.update_time as update_t3_1_0_, coffeeorde0_.customer as customer4_1_0_, coffeeorde0_.state as state5_1_0_ from t_order coffeeorde0_ where coffeeorde0_.id=?|select coffeeorde0_.id as id1_1_0_, coffeeorde0_.create_time as create_t2_1_0_, coffeeorde0_.update_time as update_t3_1_0_, coffeeorde0_.customer as customer4_1_0_, coffeeorde0_.state as state5_1_0_ from t_order coffeeorde0_ where coffeeorde0_.id=1
1591094381838|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|select items0_.coffee_order_id as coffee_o1_2_0_, items0_.items_id as items_id2_2_0_, coffee1_.id as id1_0_1_, coffee1_.create_time as create_t2_0_1_, coffee1_.update_time as update_t3_0_1_, coffee1_.name as name4_0_1_, coffee1_.price as price5_0_1_ from t_order_coffee items0_ inner join t_coffee coffee1_ on items0_.items_id=coffee1_.id where items0_.coffee_order_id=? order by coffee1_.id|select items0_.coffee_order_id as coffee_o1_2_0_, items0_.items_id as items_id2_2_0_, coffee1_.id as id1_0_1_, coffee1_.create_time as create_t2_0_1_, coffee1_.update_time as update_t3_0_1_, coffee1_.name as name4_0_1_, coffee1_.price as price5_0_1_ from t_order_coffee items0_ inner join t_coffee coffee1_ on items0_.items_id=coffee1_.id where items0_.coffee_order_id=1 order by coffee1_.id
1591094381846|0|statement|connection 0|url jdbc:p6spy:h2:mem:testdb|update t_order set update_time=?, customer=?, state=? where id=?|update t_order set update_time='2020-06-02T18:39:41.844+0800', customer='Li Lei', state=1 where id=1
1591094381846|0|commit|connection 0|url jdbc:p6spy:h2:mem:testdb||
1591094381847|0|commit|connection 0|url jdbc:p6spy:h2:mem:testdb||
